trials,participant,valence,S,R,rt,dataset
99,46,6,right,left,2.492313392203045,weber_violated
100,46,6,right,right,1.4951870844210997,weber_violated
101,46,7,right,right,1.1960066320028166,weber_violated
102,46,7,right,right,1.1958635301064684,weber_violated
103,46,7,right,right,1.2750671992358906,weber_violated
104,46,7,right,left,1.3830798147230958,weber_violated
105,46,7,right,right,1.3601528070573203,weber_violated
106,46,7,right,left,1.4831679912100029,weber_violated
107,46,7,right,right,1.2344965224311117,weber_violated
108,46,7,right,right,1.5208991988118699,weber_violated
109,46,7,right,right,0.9766219170177137,weber_violated
110,46,7,right,right,1.7634320188177837,weber_violated
111,46,8,right,right,1.1717816148643576,weber_violated
112,46,8,right,right,1.03074103821378,weber_violated
113,46,8,right,right,0.8504625713559497,weber_violated
114,46,8,right,right,1.2550656458231964,weber_violated
115,46,8,right,right,1.1746805673800864,weber_violated
116,46,8,right,right,0.7628612742575187,weber_violated
117,46,8,right,right,1.4330540534221026,weber_violated
118,46,8,right,right,0.9336836189777473,weber_violated
119,46,8,right,right,1.1591475715127304,weber_violated
120,46,8,right,right,0.9363858816276263,weber_violated
1,47,2,left,left,1.0433929106472304,weber_violated
2,47,2,left,left,1.1753966484808314,weber_violated
3,47,2,left,left,1.40914819970669,weber_violated
4,47,2,left,left,0.9935943208104845,weber_violated
5,47,2,left,left,0.8155640221468907,weber_violated
6,47,2,left,left,0.9028342033803181,weber_violated
7,47,2,left,left,0.9122442460087499,weber_violated
8,47,2,left,left,1.2299000128404307,weber_violated
9,47,2,left,left,0.9107255096689029,weber_violated
10,47,2,left,left,0.9529335625581778,weber_violated
11,47,3,left,left,1.2049811136280717,weber_violated
12,47,3,left,left,1.5953420825368072,weber_violated
13,47,3,left,left,1.640101889769016,weber_violated
14,47,3,left,left,1.2638175378486374,weber_violated
15,47,3,left,right,1.9879428743172085,weber_violated
16,47,3,left,left,1.110084857147555,weber_violated
17,47,3,left,left,1.6282754716428531,weber_violated
18,47,3,left,left,1.7660340991877108,weber_violated
19,47,3,left,left,1.0186015552139425,weber_violated
20,47,3,left,left,1.5374535402950738,weber_violated
21,47,4,left,left,2.151044940787842,weber_violated
22,47,4,left,right,2.9245366046421206,weber_violated
23,47,4,left,right,1.5531560190739053,weber_violated
24,47,4,left,right,14.07434320152905,weber_violated
25,47,4,left,right,1.1893495704077541,weber_violated
26,47,4,left,left,1.4331640478457643,weber_violated
27,47,4,left,left,1.8559251577781386,weber_violated
28,47,4,left,left,1.3635874515209319,weber_violated
29,47,4,left,left,2.0492130724302107,weber_violated
30,47,4,left,right,1.340523188468034,weber_violated
31,47,6,left,left,2.168524028565578,weber_violated
32,47,6,left,right,2.4219993226941794,weber_violated
33,47,6,left,right,1.399675916281518,weber_violated
34,47,6,left,left,1.6470887116061579,weber_violated
35,47,6,left,right,1.6857435142561656,weber_violated
36,47,6,left,right,1.6934739914960197,weber_violated
37,47,6,left,left,1.8971388941324734,weber_violated
38,47,6,left,left,1.6809059578591443,weber_violated
39,47,6,left,left,1.9204643740576215,weber_violated
40,47,6,left,right,1.6005176778151713,weber_violated
41,47,7,left,left,1.2789843810526194,weber_violated
42,47,7,left,left,0.980904573028841,weber_violated
43,47,7,left,left,1.4245543116678128,weber_violated
44,47,7,left,left,2.0327918353504,weber_violated
45,47,7,left,left,1.452107494103795,weber_violated
46,47,7,left,left,1.0936239459987707,weber_violated
47,47,7,left,left,2.088045778279622,weber_violated
48,47,7,left,left,1.6153679307663587,weber_violated
49,47,7,left,left,1.0784975247321682,weber_violated
50,47,7,left,left,1.2793165471170578,weber_violated
51,47,8,left,left,0.9737001647615144,weber_violated
52,47,8,left,left,0.9884170062382942,weber_violated
53,47,8,left,left,0.8564810224738162,weber_violated
54,47,8,left,left,0.8992299518221611,weber_violated
55,47,8,left,left,0.9418895627672901,weber_violated
56,47,8,left,left,0.858344415132956,weber_violated
57,47,8,left,left,1.2331617024974504,weber_violated
58,47,8,left,left,1.0740382457940654,weber_violated
59,47,8,left,left,0.9785926568035916,weber_violated
60,47,8,left,left,0.9153535545393212,weber_violated
61,47,2,right,right,1.3056673917112662,weber_violated
62,47,2,right,right,0.9194651154818709,weber_violated
63,47,2,right,right,1.0234283955998051,weber_violated
64,47,2,right,right,1.7113339671759862,weber_violated
65,47,2,right,right,0.9158659668711635,weber_violated
66,47,2,right,right,0.7169483270463497,weber_violated
67,47,2,right,right,1.1113825483124187,weber_violated
68,47,2,right,right,0.7905719899295545,weber_violated
69,47,2,right,right,0.9737241253660112,weber_violated
70,47,2,right,right,1.0722517525656559,weber_violated
71,47,3,right,left,1.6927265595140377,weber_violated
72,47,3,right,left,1.31074439610112,weber_violated
73,47,3,right,right,1.6931968973243952,weber_violated
74,47,3,right,left,1.0952831819322315,weber_violated
75,47,3,right,right,1.387164045323246,weber_violated
76,47,3,right,right,1.6146015378317071,weber_violated
77,47,3,right,right,2.0164467515071114,weber_violated
78,47,3,right,right,1.0569484822142723,weber_violated
79,47,3,right,left,2.1786844905618086,weber_violated
80,47,3,right,left,1.9689526271475268,weber_violated
81,47,4,right,left,1.5869384352621043,weber_violated
82,47,4,right,right,1.7597325530887602,weber_violated
83,47,4,right,right,2.1361091195685105,weber_violated
84,47,4,right,right,1.2778844738249302,weber_violated
85,47,4,right,left,1.7360012155421514,weber_violated
86,47,4,right,right,1.5874367323689051,weber_violated
87,47,4,right,left,2.9300852281678913,weber_violated
88,47,4,right,right,2.8622414667379696,weber_violated
89,47,4,right,right,1.580607317284328,weber_violated
90,47,4,right,right,1.7839322136739733,weber_violated
91,47,6,right,right,1.883068108225155,weber_violated
92,47,6,right,right,1.0928631168036373,weber_violated
93,47,6,right,right,3.2093391074661017,weber_violated
94,47,6,right,left,3.245877398222648,weber_violated
95,47,6,right,right,1.6176733904884442,weber_violated
96,47,6,right,right,2.0827448058960676,weber_violated
97,47,6,right,right,1.5348109750385415,weber_violated
98,47,6,right,right,2.5639751735808978,weber_violated
99,47,6,right,right,1.7170211576783292,weber_violated
100,47,6,right,right,2.01459619882512,weber_violated
101,47,7,right,right,1.2857012208273564,weber_violated
102,47,7,right,right,1.3416492999330702,weber_violated
103,47,7,right,right,1.4493452520305956,weber_violated
104,47,7,right,right,0.9780312516731442,weber_violated
105,47,7,right,right,1.1430182613514615,weber_violated
106,47,7,right,right,1.4142600145411661,weber_violated
107,47,7,right,right,1.1493008520052916,weber_violated
108,47,7,right,right,0.9987906374559867,weber_violated
109,47,7,right,right,1.557676875359219,weber_violated
110,47,7,right,right,1.4515181128188321,weber_violated
111,47,8,right,right,0.9618360478965018,weber_violated
112,47,8,right,right,1.160171187827169,weber_violated
113,47,8,right,right,1.137623362227968,weber_violated
114,47,8,right,right,1.0122780216622358,weber_violated
115,47,8,right,right,0.8720619143478681,weber_violated
116,47,8,right,right,0.8256355584259567,weber_violated
117,47,8,right,right,0.7753733829637142,weber_violated
118,47,8,right,right,0.8197574832386572,weber_violated
119,47,8,right,right,0.8300670473371248,weber_violated
120,47,8,right,right,0.8741786138326209,weber_violated
1,48,2,left,left,1.0467951100669657,weber_violated
2,48,2,left,left,0.7143440744305534,weber_violated
3,48,2,left,left,0.9024653510113483,weber_violated
4,48,2,left,left,0.9261477730258405,weber_violated
5,48,2,left,left,0.9702422662211851,weber_violated
6,48,2,left,left,1.2172038182999594,weber_violated
7,48,2,left,left,0.712344577146383,weber_violated
8,48,2,left,left,0.9905127881711313,weber_violated
9,48,2,left,left,0.7705318963942849,weber_violated
10,48,2,left,left,1.2223706224969972,weber_violated
11,48,3,left,left,1.5538403852386948,weber_violated
12,48,3,left,left,1.9621448519256222,weber_violated
13,48,3,left,left,3.715387859375075,weber_violated
14,48,3,left,left,1.6817168185186113,weber_violated
15,48,3,left,left,1.139257702723557,weber_violated
16,48,3,left,left,1.3097472817649596,weber_violated
17,48,3,left,left,0.8861376341458835,weber_violated
18,48,3,left,right,1.5777718685596287,weber_violated
19,48,3,left,left,0.9485819338514478,weber_violated
20,48,3,left,left,3.5870893313138366,weber_violated
21,48,4,left,left,3.8610347235197024,weber_violated
22,48,4,left,left,1.9534209172182015,weber_violated
23,48,4,left,right,1.7273321718540682,weber_violated
24,48,4,left,right,1.1581329186662146,weber_violated
25,48,4,left,left,2.346751825732195,weber_violated
26,48,4,left,right,1.4777671881209784,weber_violated
27,48,4,left,right,4.907153313345854,weber_violated
28,48,4,left,left,2.068163147104782,weber_violated
29,48,4,left,left,2.647767116437531,weber_violated
30,48,4,left,left,2.4820205181717143,weber_violated
31,48,6,left,left,1.6023022025051756,weber_violated
32,48,6,left,left,1.2052420232359446,weber_violated
33,48,6,left,right,2.8624501776624993,weber_violated
34,48,6,left,right,3.2568441535877013,weber_violated
35,48,6,left,left,1.6360073824543373,weber_violated
36,48,6,left,left,1.5027822395703554,weber_violated
37,48,6,left,right,2.2548400379018627,weber_violated
38,48,6,left,right,2.1988017241755857,weber_violated
39,48,6,left,left,2.1483597978937428,weber_violated
40,48,6,left,left,1.7814682803252995,weber_violated
41,48,7,left,left,2.322123268812586,weber_violated
42,48,7,left,left,1.11718839524366,weber_violated
43,48,7,left,left,0.9367946058756642,weber_violated
44,48,7,left,left,1.89360730149001,weber_violated
45,48,7,left,left,1.5504434902269397,weber_violated
46,48,7,left,left,1.3017861690311034,weber_violated
47,48,7,left,left,1.364960364448379,weber_violated
48,48,7,left,left,1.1252438440361485,weber_violated
49,48,7,left,left,1.2404063390252649,weber_violated
50,48,7,left,right,2.0636563231799077,weber_violated
51,48,8,left,left,1.3760396591948292,weber_violated
52,48,8,left,left,0.7768113528037552,weber_violated
53,48,8,left,left,0.9609048211730353,weber_violated
54,48,8,left,left,0.9210699070392203,weber_violated
55,48,8,left,left,0.9335340103532321,weber_violated
56,48,8,left,left,1.1379178987412524,weber_violated
57,48,8,left,left,0.8424611484857063,weber_violated
58,48,8,left,left,0.8566777087477329,weber_violated
59,48,8,left,left,1.0271228933217567,weber_violated
60,48,8,left,left,0.9293249537011168,weber_violated
61,48,2,right,right,1.4273394008305136,weber_violated
62,48,2,right,right,0.7809856471280645,weber_violated
63,48,2,right,right,0.8033873936059734,weber_violated
64,48,2,right,right,0.7725050294280436,weber_violated
65,48,2,right,right,1.136675122959685,weber_violated
66,48,2,right,right,0.8745591474689618,weber_violated
67,48,2,right,right,0.7929996547616744,weber_violated
68,48,2,right,right,0.8935664608918419,weber_violated
69,48,2,right,right,0.9359773509602634,weber_violated
70,48,2,right,right,0.879754933943552,weber_violated
71,48,3,right,right,1.060948657057407,weber_violated
72,48,3,right,right,2.09428400544795,weber_violated
73,48,3,right,right,0.9709989344381398,weber_violated
74,48,3,right,right,1.510617844103046,weber_violated
75,48,3,right,right,1.746104255586463,weber_violated
76,48,3,right,right,1.5534789044397939,weber_violated
77,48,3,right,left,2.434390116754407,weber_violated
78,48,3,right,right,1.6163166937039337,weber_violated
79,48,3,right,right,1.2742757407777652,weber_violated
80,48,3,right,left,1.8880141481000305,weber_violated
81,48,4,right,right,1.529413023415542,weber_violated
82,48,4,right,right,2.4183032429189755,weber_violated
83,48,4,right,right,1.7998938102506148,weber_violated
84,48,4,right,right,2.1422777598046565,weber_violated
85,48,4,right,right,1.5077299599456098,weber_violated
86,48,4,right,right,1.217295072573936,weber_violated
87,48,4,right,left,2.4648481448696273,weber_violated
88,48,4,right,left,2.392894949333748,weber_violated
89,48,4,right,right,1.8167646018216177,weber_violated
90,48,4,right,right,1.5796016868110794,weber_violated
91,48,6,right,right,1.4179700781162108,weber_violated
92,48,6,right,left,2.3917481914498997,weber_violated
93,48,6,right,left,2.457467922464664,weber_violated
94,48,6,right,right,2.547440906482368,weber_violated
95,48,6,right,right,1.541995474016285,weber_violated
96,48,6,right,right,1.7670763636647924,weber_violated
97,48,6,right,left,1.6093263605160548,weber_violated
98,48,6,right,left,1.6594414834654607,weber_violated
99,48,6,right,left,1.2971363329191576,weber_violated
100,48,6,right,right,2.063516267089862,weber_violated
101,48,7,right,right,0.9058224127691175,weber_violated
102,48,7,right,right,1.535589194664463,weber_violated
103,48,7,right,right,1.4909803650088325,weber_violated
104,48,7,right,right,1.0913198187053594,weber_violated
105,48,7,right,right,1.322469984065223,weber_violated
106,48,7,right,right,1.6193563858832607,weber_violated
107,48,7,right,right,2.4870341090208816,weber_violated
108,48,7,right,right,1.174043962484147,weber_violated
109,48,7,right,right,1.6347780774810816,weber_violated
110,48,7,right,left,1.6311098423177222,weber_violated
111,48,8,right,right,1.1375780343826374,weber_violated
112,48,8,right,right,0.9729308139878217,weber_violated
113,48,8,right,right,1.4592283536820043,weber_violated
114,48,8,right,right,1.1452714776880226,weber_violated
115,48,8,right,right,0.9206747294725113,weber_violated
116,48,8,right,right,1.2337890389127437,weber_violated
117,48,8,right,right,1.4318140707606741,weber_violated
118,48,8,right,right,1.3953263393206663,weber_violated
119,48,8,right,right,1.1582684175015152,weber_violated
120,48,8,right,right,1.0405567008908032,weber_violated
1,49,2,left,left,0.9323736103507716,weber_violated
2,49,2,left,left,0.8391204178986771,weber_violated
3,49,2,left,left,0.7651738567248645,weber_violated
4,49,2,left,left,0.8904590524813052,weber_violated
5,49,2,left,left,1.089361499208911,weber_violated
6,49,2,left,left,0.8477201587256287,weber_violated
7,49,2,left,left,1.0448113541016313,weber_violated
8,49,2,left,left,0.9669234202889345,weber_violated
9,49,2,left,left,1.4084963916841151,weber_violated
10,49,2,left,left,1.057060289046433,weber_violated
11,49,3,left,left,1.1951085523187528,weber_violated
12,49,3,left,left,1.6212936626166543,weber_violated
13,49,3,left,left,2.233592665861901,weber_violated
14,49,3,left,left,1.3219516092278791,weber_violated
15,49,3,left,left,2.055161059345324,weber_violated
16,49,3,left,left,1.8158306002510864,weber_violated
17,49,3,left,left,1.3447678454031216,weber_violated
18,49,3,left,right,2.0278805876610178,weber_violated
19,49,3,left,left,1.1824091586192753,weber_violated
20,49,3,left,left,1.0481788909014913,weber_violated
21,49,4,left,left,1.9302092838041334,weber_violated
22,49,4,left,left,2.010774073178949,weber_violated
23,49,4,left,right,1.6993233361161615,weber_violated
24,49,4,left,left,1.8698888591060212,weber_violated
25,49,4,left,left,1.5618765189295913,weber_violated
26,49,4,left,right,1.0879618341038422,weber_violated
